Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Bredgar Church of England Primary School,22AYF0379392,"28,837.64",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Bredon Hill Academy,22AYF0388264,"178,327.76",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Brenchley and Matfield Church of England Voluntary,22AYF0391106,"51,166.55",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Brent Knoll Cof E Primary School,22AYF0394257,"41,700.64",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,18/02/2022,Grants Expenditure,ESFA Funding,BRENT LONDON BOROUGH COUNCIL,ED212220210524096,"92,969.94",Current grants - Local Government,,,,,,,,,
Department for Education,ESFA,18/02/2022,Grants Expenditure,ESFA Funding,BRENT LONDON BOROUGH COUNCIL,ED212220210524098,"215,070.04",Current grants - Local Government,,,,,,,,,
Department for Education,ESFA,03/02/2022,Grants Expenditure,ESFA Funding,BRENT LONDON BOROUGH COUNCIL,21DSG006844,"7,515,139.00",Current grants - Local Government,,,,,,,,,
Department for Education,ESFA,22/02/2022,Grants Expenditure,ESFA Funding,BRENT LONDON BOROUGH COUNCIL,21DSG007303,"8,097,889.00",Current grants - Local Government,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Brentford School for Girls,22AYF0363678,"398,464.85",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Brentford School for Girls,22AYF0363682,"53,993.74",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Brentside Primary Academy,22AYF0363685,"162,600.37",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Brentwood County High School,22AYF0377896,"303,812.26",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Brentwood County High School,22AYF0377898,"68,415.07",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Brentwood Ursuline Convent High School,22AYF0363687,"376,794.22",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Brentwood Ursuline Convent High School,22AYF0363689,"73,735.80",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Brenzett CE Primary School,22AYF0386429,"31,634.35",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Brereton Church of England Primary School,22AYF0364998,"62,531.30",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Brettenham Primary School,22AYF0365041,"165,088.59",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Brewood Middle CofE Academy,22AYF0382571,"158,643.71",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Briar Hill Primary School,22AYF0386190,"101,534.79",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Briary Primary School,22AYF0368402,"97,287.71",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Bricknell Primary School,22AYF0385910,"186,051.01",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Bricknell Primary School,22AYF0385911,"30,960.57",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Bridge Academy,22AYF0383938,"195,833.26",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Bridge Learning Campus,22AYF0392345,"491,763.91",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Bridge Learning Campus,22AYF0392346,"62,930.89",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,18/02/2022,Grants Expenditure,ESFA Funding,BRIDGE TRAINING RESOURCES,ED212220210524019,"51,950.81",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Bridgemary School,22AYF0388522,"331,293.19",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Bridgeview Special School,22AYF0393501,"54,166.65",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Bridgewater High School,22AYF0385548,"651,588.22",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Bridgewater High School,22AYF0385549,"68,086.49",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Bridgewater Park Primary School,22AYF0388206,"38,607.53",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Bridgnorth Endowed School,22AYF0363790,"217,687.09",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,18/02/2022,Grants Expenditure,ESFA Professional and Technical Education,Bridgwater and Taunton College,EUPS813576,"719,114.00",Capital grants - Private Sector,,,,,,,,,
Department for Education,ESFA,18/02/2022,Grants Expenditure,ESFA Funding,Bridgwater and Taunton College,ED212220210523363,"955,698.95",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,18/02/2022,Grants Expenditure,ESFA Funding,Bridgwater and Taunton College,ED212220210523364,"98,280.00",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,18/02/2022,Grants Expenditure,ESFA Funding,Bridgwater and Taunton College,ED212220210523367,"25,085.37",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,18/02/2022,Grants Expenditure,ESFA Funding,Bridgwater and Taunton College,FCSAEB A181604-A,"234,408.00",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,18/02/2022,Grants Expenditure,ESFA Apprenticeships,Bridgwater and Taunton College,FCSAPP A443870-A,"150,454.10",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,18/02/2022,Grants Expenditure,ESFA Apprenticeships,Bridgwater and Taunton College,FCSAPP A443874-A,"294,904.26",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,18/02/2022,Grants Expenditure,ESFA Apprenticeships,Bridgwater and Taunton College,FCSAPP A444902-A,"34,463.82",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,18/02/2022,Grants Expenditure,ESFA Apprenticeships,Bridgwater and Taunton College,FCSAPP A449654-A,"104,559.60",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,18/02/2022,Grants Expenditure,ESFA Apprenticeships,Bridgwater and Taunton College,FCSAPP A449655-A,"26,039.30",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,18/02/2022,Grants Expenditure,ESFA Apprenticeships,Bridgwater and Taunton College,FCSAPP A449658-A,"55,960.28",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,18/02/2022,Grants Expenditure,ESFA Apprenticeships,Bridgwater and Taunton College,FCSAPP A450438-A,"42,836.73",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Bridgwater College Academy,22AYF0363793,"609,769.61",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Bridport Primary School,22AYF0389228,"96,396.75",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,"Bridport, St Mary's Church of England Primary Scho",22AYF0389231,"67,538.54",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Brighouse High School,22AYF0363832,"470,106.84",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Brighouse High School,22AYF0363834,"121,729.48",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,18/02/2022,Grants Expenditure,ESFA Funding,Brighter Futures Merseyside Limited,ED212220210523853,"157,333.99",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,18/02/2022,Grants Expenditure,ESFA Funding,BRIGHTON & HOVE CITY COUNCIL,ED212220210525108,"41,136.91",Current grants - Local Government,,,,,,,,,
Department for Education,ESFA,18/02/2022,Grants Expenditure,ESFA Funding,BRIGHTON & HOVE CITY COUNCIL,ED212220210525111,"234,375.58",Current grants - Local Government,,,,,,,,,
Department for Education,ESFA,03/02/2022,Grants Expenditure,ESFA Funding,BRIGHTON & HOVE CITY COUNCIL,21DSG006843,"6,013,273.00",Current grants - Local Government,,,,,,,,,
Department for Education,ESFA,22/02/2022,Grants Expenditure,ESFA Funding,BRIGHTON & HOVE CITY COUNCIL,21DSG007302,"7,215,229.00",Current grants - Local Government,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Brighton Aldridge Community Academy,22AYF0360521,"487,750.22",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,18/02/2022,Grants Expenditure,ESFA Funding,BRIGHTON HOVE & SUSSEX SIXTH FORM COLLEGE,ED212220210523348,"689,507.12",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,18/02/2022,Grants Expenditure,ESFA Post-16 Funding,BRIGHTON HOVE & SUSSEX SIXTH FORM COLLEGE,ED212220210525274,"31,168.00",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Brightwell-cum-Sotwell CoE Primary School,22AYF0389143,"34,738.78",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Brigshaw High School & Language College,22AYF0385313,"74,011.31",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Brigshaw High School & Language College,22AYF0385317,"529,514.61",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Brill Church of England Combined School,22AYF0363917,"55,687.50",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Brimble Hill,22AYF0364039,"78,333.30",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Brimington Junior School,22AYF0374311,"98,915.15",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Brimsdown Primary School,22AYF0373080,"225,046.61",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Brindley Heath Junior School,22AYF0375740,"71,954.37",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Brine Leas School,22AYF0363920,"491,809.53",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Brine Leas School,22AYF0363922,"114,376.37",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Bringhurst Primary School,22AYF0386194,"47,098.18",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Brinsworth Comprehensive School,22AYF0374286,"608,447.87",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Brinsworth Comprehensive School,22AYF0374290,"80,157.85",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Brinsworth Howarth Primary School,22AYF0373167,"59,240.41",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Brinsworth Manor Junior School,22AYF0394650,"85,720.88",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Brinsworth Whitehill Primary School,22AYF0394680,"76,679.31",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Briscoe Lane Academy,22AYF0394949,"211,321.16",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Briscoe Primary School & Nursery Academy,22AYF0371829,"102,423.69",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Bristnall Hall Academy,22AYF0360070,"486,507.38",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Bristol Brunel Academy,22AYF0364138,"584,895.00",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Bristol Brunel Academy,22AYF0364139,"124,469.45",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Bristol Cathedral Choir School,22AYF0364563,"158,468.38",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Bristol Cathedral Choir School,22AYF0364567,"320,009.19",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,08/02/2022,Grants Expenditure,ESFA Academies and Maintained Schools,Bristol Cathedral Choir School,EUPS813255,"62,505.00",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,18/02/2022,Grants Expenditure,ESFA Funding,BRISTOL CITY COUNCIL,ED212220210525104,"247,286.95",Current grants - Local Government,,,,,,,,,
Department for Education,ESFA,03/02/2022,Grants Expenditure,ESFA Funding,BRISTOL CITY COUNCIL,21DSG006842,"5,623,543.00",Current grants - Local Government,,,,,,,,,
Department for Education,ESFA,18/02/2022,Grants Expenditure,ESFA Apprenticeships,BRISTOL CITY COUNCIL,FCSAPP A449467-A,"63,048.18",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,22/02/2022,Grants Expenditure,ESFA Funding,BRISTOL CITY COUNCIL,21DSG007301,"7,219,060.00",Current grants - Local Government,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Bristol Free School,22AYF0380752,"55,286.89",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Bristol Free School,22AYF0380755,"439,199.27",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Bristol Futures Academy,22AYF0364140,"41,666.65",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Bristol Gateway School,22AYF0376913,"66,666.64",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Bristol Metropolitan Academy,22AYF0364141,"493,602.18",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Bristol Metropolitan Academy,22AYF0364142,"108,436.79",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Bristol Metropolitan Academy,22AYF0364143,"47,701.00",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Bristol Technology and Engineering Academy,22AYF0363930,"34,902.07",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,BRIT School for Performing Arts and Technology (CT,22AYF0363935,"472,118.25",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,BRIT School for Performing Arts and Technology (CT,22AYF0363938,"180,679.12",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Britannia Primary and Nursery,22AYF0370346,"181,162.52",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Britannia Primary and Nursery,22AYF0370347,"35,500.72",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Britannia Village Primary School,22AYF0363942,"177,323.07",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Britannia Village Primary School,22AYF0363944,"33,413.76",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,18/02/2022,Grants Expenditure,ESFA Apprenticeships,BRITISH ARMY,FCSAPP A444485-A,"-47,018.63",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,18/02/2022,Grants Expenditure,ESFA Apprenticeships,BRITISH ARMY,FCSAPP A444486-A,"759,731.86",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,18/02/2022,Grants Expenditure,ESFA Apprenticeships,BRITISH ARMY,FCSAPP A444487-A,"159,008.71",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,18/02/2022,Grants Expenditure,ESFA Apprenticeships,BRITISH ARMY,FCSAPP A444488-A,"136,000.00",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,18/02/2022,Grants Expenditure,ESFA Apprenticeships,BRITISH ARMY,FCSAPP A444489-A,"-151,392.08",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,18/02/2022,Grants Expenditure,ESFA Apprenticeships,BRITISH ARMY,FCSAPP A444490-A,"2,189,661.49",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,18/02/2022,Grants Expenditure,ESFA Apprenticeships,BRITISH ARMY,FCSAPP A444491-A,"116,375.93",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,18/02/2022,Grants Expenditure,ESFA Apprenticeships,BRITISH GAS SERVICES LIMITED,FCSAPP A444510-A,"271,855.38",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,18/02/2022,Grants Expenditure,ESFA Apprenticeships,BRITISH PRINTING INDUSTRIES FEDERATION,FCSAPP A443630-A,"34,901.59",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Brixham Church of England Primary School,22AYF0384605,"65,979.62",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Brixham College,22AYF0363950,"428,103.19",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Brixham College,22AYF0363953,"46,126.62",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Brixington Primary School,22AYF0387540,"99,705.08",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Brize Norton Primary School,22AYF0378430,"39,597.36",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Broadacre Primary School,22AYF0372466,"129,288.27",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Broadclyst Primary Academy Trust,22AYF0366064,"121,980.95",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Broadclyst Primary Academy Trust,22AYF0366065,"27,105.66",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Broadfield Academy,22AYF0361536,"119,853.74",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Broadfield Primary Academy,22AYF0388525,"179,369.31",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Broadfields Primary School,22AYF0363959,"229,591.25",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Broadheath CofE Primary School,22AYF0387067,"46,198.15",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Broadhurst Primary School,22AYF0386013,"72,799.00",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Broadland High Ormiston Academy,22AYF0377854,"312,920.35",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Broadlands Academy,22AYF0359930,"280,936.88",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Broadmead Primary Academy,22AYF0389716,"159,324.17",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Broadmeadow Special School,22AYF0364695,"62,499.98",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Broadmere Primary Academy,22AYF0363437,"88,517.39",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Broadoak Academy,22AYF0364190,"373,265.11",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Broadoak Primary School,22AYF0363964,"118,877.13",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Broadoak Primary School,22AYF0363965,"27,422.81",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,BROADOAK SCHOOL,22AYF0386323,"232,250.80",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,BROADOAK SCHOOL,22AYF0386325,"42,590.70",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Broadstone First School,22AYF0364512,"87,843.88",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Broadstone Middle School,22AYF0364515,"196,471.13",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Broadwater School,22AYF0370861,"274,259.03",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Broadway Academy,22AYF0363966,"552,059.01",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Broadway Academy,22AYF0363969,"71,075.98",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,18/02/2022,Grants Expenditure,ESFA Funding,BROCKENHURST COLLEGE,ED212220210523343,"662,181.48",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,18/02/2022,Grants Expenditure,ESFA Funding,BROCKENHURST COLLEGE,ED212220210523344,"46,800.00",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,18/02/2022,Grants Expenditure,ESFA Funding,BROCKENHURST COLLEGE,FCSAEB A181598-A,"80,998.00",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,18/02/2022,Grants Expenditure,ESFA Funding,BROCKENHURST COLLEGE,FCSAEB A181960-A,"-101,743.19",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Brockhampton Primary School,22AYF0363972,"48,419.56",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,BROCKHILL PARK PERFORMING ARTS COLLEGE,22AYF0363975,"559,332.92",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,BROCKHILL PARK PERFORMING ARTS COLLEGE,22AYF0363977,"67,977.77",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,BROCKINGTON COLLEGE,22AYF0368553,"522,007.37",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,BROCKINGTON COLLEGE,22AYF0368554,"27,163.66",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Brocklewood Primary and Nursery School,22AYF0392074,"188,680.78",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Brocks Hill Primary School,22AYF0375234,"124,220.77",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Brockworth Primary Academy,22AYF0359934,"93,347.95",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Broke Hall Community Primary School,22AYF0385692,"180,262.18",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Broke Hall Community Primary School,22AYF0385693,"37,446.06",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Broken Cross Primary Academy and Nursery,22AYF0387493,"50,038.73",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Bromet Primary School,22AYF0360398,"78,748.55",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,01/02/2022,Grants Expenditure,ESFA Funding,Bromley Beacon Academy,22AYF0375369,"102,499.96",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,18/02/2022,Grants Expenditure,ESFA Funding,BROMLEY COLLEGE OF FURTHER & HE,FCSAEB A180747-A,"-26,643.54",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,18/02/2022,Grants Expenditure,ESFA Professional and Technical Education,BROMLEY COLLEGE OF FURTHER & HE,EUPS813646,"358,020.00",Capital grants - Private Sector,,,,,,,,,
Department for Education,ESFA,18/02/2022,Grants Expenditure,ESFA Funding,BROMLEY COLLEGE OF FURTHER & HE,ED212220210523338,"1,197,855.19",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,18/02/2022,Grants Expenditure,ESFA Funding,BROMLEY COLLEGE OF FURTHER & HE,ED212220210523339,"131,352.00",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,18/02/2022,Grants Expenditure,ESFA Funding,BROMLEY COLLEGE OF FURTHER & HE,ED212220210523342,"34,679.27",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,18/02/2022,Grants Expenditure,ESFA Funding,BROMLEY COLLEGE OF FURTHER & HE,FCSAEB A181593-A,"43,718.00",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,18/02/2022,Grants Expenditure,ESFA Funding,BROMLEY COLLEGE OF FURTHER & HE,FCSAEB A181934-A,"-26,643.54",Current grants - Private Sector,,,,,,,,,
Department for Education,ESFA,18/02/2022,Grants Expenditure,ESFA Apprenticeships,BROMLEY COLLEGE OF FURTHER & HE,FCSAPP A443805-A,"43,709.72",Current grants - Private Sector,,,,,,,,,
