Department,Entity,Payment Date,Expense Type,Expense Area,Supplier Name,Supplier Site Post Code,Transaction Number,Payment Description,Total
Ministry of Defence,Ministry of Defence,18/06/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,BOEING DEFENCE U K LTD,BS16 1EJ,2000014657,Single use military equipment asset under construction - capital in year addition,"£87,690,109.21"
Ministry of Defence,Ministry of Defence,12/06/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,BAE SYSTEMS SURFACE SHIPS LIMITED,G14 0XN,487645,Single use military equipment asset under construction - capital in year addition,"£38,359,690.86"
Ministry of Defence,Ministry of Defence,02/06/2020,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,ASPIRE DEFENCE LIMITED,SP9 7QD,485447,Property dwellings private finance initiative - service concession arrangement service charge,"£27,480,240.26"
Ministry of Defence,Ministry of Defence,02/06/2020,Development costs for military equipment,Defence Equipment and Support,ROSYTH ROYAL DOCKYARD LTD,KY11 2YD,485532,Intangible single use military equipment asset  - in year capital addition,"£13,443,235.75"
Ministry of Defence,Ministry of Defence,12/06/2020,Payment of utilities,DEFENCE INFRASTRUCTURE ORGANISATION,EDF ENERGY CUSTOMERS PLC,SW1X 7EN,487491,Utilities consumed - electricity,"£12,057,210.73"
Ministry of Defence,Ministry of Defence,26/06/2020,Design services and minor equipment purchases,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,490059,Equipment support non-project costs,"£11,712,089.49"
Ministry of Defence,Ministry of Defence,29/06/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,MAN TRUCK & BUS UK LTD,SN5 8YU,6000056481,Fiscal asset under construction - capital in year addition,"£11,649,901.99"
Ministry of Defence,Ministry of Defence,18/06/2020,Design services and minor equipment purchases,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,488524,Equipment support non-project costs,"£11,125,818.02"
Ministry of Defence,Ministry of Defence,17/06/2020,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,MODUS SERVICES LIMITED,CF10 2GE,488293,Property non dwellings private finance initiative - service concession arrangement service charge,"£8,732,787.54"
Ministry of Defence,Ministry of Defence,19/06/2020,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,RMPA SERVICES PLC,CO2 7UT,488691,Property dwellings private finance initiative - service concession arrangement service charge,"£7,337,720.11"
Ministry of Defence,Ministry of Defence,16/06/2020,Purchase of buildings and military equipment ,Defence Equipment and Support,BAE SYSTEMS SURFACE SHIPS LIMITED,G14 0XN,488105,Single use military equipment asset under construction - capital in year addition,"£6,657,448.88"
Ministry of Defence,Ministry of Defence,15/06/2020,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,ASPIRE DEFENCE LIMITED,SP9 7QD,487774,Fiscal asset under construction - capital in year addition,"£6,486,628.47"
Ministry of Defence,Ministry of Defence,23/06/2020,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,489392,Estate core services charge,"£6,373,442.24"
Ministry of Defence,Ministry of Defence,04/06/2020,Estate + facilities management services - accommodation inventory + service,DEFENCE INFRASTRUCTURE ORGANISATION,LANDMARC SUPPORT SERVICES LIMITED,SP3 4RS,485743,Estate + facilities management services - accommodation inventory + service,"£6,355,826.60"
Ministry of Defence,Ministry of Defence,05/06/2020,General services and support,Defence Equipment and Support,BOEING DEFENCE U K LTD,BS16 1EJ,486290,Defence equipment CLS/IOS service charge,"£6,298,086.42"
Ministry of Defence,Ministry of Defence,05/06/2020,Estate management,Army Command,HOLDFAST TRAINING SERVICES LIMITED,W1U 1QX,486348,Estate + facilities management services - accommodation inventory + service,"£6,196,816.61"
Ministry of Defence,Ministry of Defence,15/06/2020,Government Procurement Card,Ministry of Defence,Royal Bank of Scotland,,13735,Monthly GPC Payment,"£6,044,299.57"
Ministry of Defence,Ministry of Defence,03/06/2020,Purchase of buildings and military equipment ,Joint Forces Command,L-3 COMMUNICATIONS SYSTEMS- WEST,,3206634,Single use military equipment asset under construction - capital in year addition,"£5,902,422.00"
Ministry of Defence,Ministry of Defence,11/06/2020,General services and support,Defence Equipment and Support,BOEING DEFENCE U K LTD,BS16 1EJ,487250,Defence equipment CLS/IOS service charge,"£5,799,051.54"
Ministry of Defence,Ministry of Defence,17/06/2020,Design services and minor equipment purchases,Defence Equipment and Support,BABCOCK DSG LTD,SP11 8HT,488133,Equipment support non-project costs,"£5,711,620.64"
