Department,Entity,Payment Date,Expense Type,Expense Area,Supplier Name,Supplier Site Post Code,Transaction Number,Payment Description,Total
Ministry of Defence,Ministry of Defence,09/11/2021,Other Materiel Consumed,DES Bespoke Trading Entity,CORPORATE DOCUMENT SERVICES  LIMITED,LS11 5AS,589319,Other Materiel Consumed,"£1,465.20"
Ministry of Defence,Royal Hospital Chelsea,26.11.2021,Purchased Services,Royal Hospital Chelsea,Kashket & Partners Ltd,N15 4QA,PIN135148,Clothing,"£1,454.28"
Ministry of Defence,Royal Hospital Chelsea,26.11.2021,Purchased Services,Royal Hospital Chelsea,Kashket & Partners Ltd,N15 4QA,PIN135151,Clothing,"£1,454.28"
Ministry of Defence,Ministry of Defence,03/11/2021,Telecomms + IT non capital,Strategic Command,AKHTER COMPUTERS LIMITED,CM18 7PN,587903,IT+Comms Internal Costs,"£1,438.48"
Ministry of Defence,Ministry of Defence,24/11/2021,Defence Equip General Services,Air Command,AKHTER COMPUTERS LIMITED,CM18 7PN,592472,Defence Equip General Services,"£1,436.78"
Ministry of Defence,Ministry of Defence,26/11/2021,Rates + CILOR + Rents,Head Office and Corporate Services,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,MK10 1PX,300007323,Rates+CILOR + Rents,"£1,434.16"
Ministry of Defence,Ministry of Defence,12/11/2021,Telecomms + IT non capital,Head Office and Corporate Services,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,MK10 1PX,300007288,IT+Comms Internal Costs,"£1,425.96"
Ministry of Defence,Ministry of Defence,01/11/2021,Other Materiel Consumed,Army Command,CAPITA BUSINESS SERVICES LTD,EC4A 1EN,587469,Other Materiel Consumed,"£1,411.30"
Ministry of Defence,Ministry of Defence,18/11/2021,Estate+Facilities Mgmnt Servs,DES Bespoke Trading Entity,VEOLIA ES (UK) LIMITED,WS11 8JP,591368,Estate+Facilities Mgmnt Servs,"£1,411.25"
Ministry of Defence,Ministry of Defence,10/11/2021,External Education + Training,Defence Nuclear Organisation,EXPLOSIVE LEARNING SOLUTIONS LIMITED,OX11 0SG,589526,External Training Civ.,"£1,409.20"
Ministry of Defence,Ministry of Defence,15/11/2021,CL MonthEnd Accruals Balance,Defence Equipment and Support,BABCOCK INTEGRATED TECHNOLOGY  LIMITED,BS3 2HQ,590566,CL MonthEnd Accruals Balance,"£1,387.39"
Ministry of Defence,Ministry of Defence,12/11/2021,Transportation + Movement,Head Office and Corporate Services,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,MK10 1PX,300007288,Military Detached Duty,"£1,368.96"
Ministry of Defence,Ministry of Defence,24/11/2021,Telecomms + IT non capital,Strategic Command,AKHTER COMPUTERS LIMITED,CM18 7PN,592472,IT+Comms Internal Costs,"£1,355.88"
Ministry of Defence,Ministry of Defence,02/11/2021,Transportation + Movement,Head Office and Corporate Services,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,MK10 1PX,300007254,Military Detached Duty,"£1,349.51"
Ministry of Defence,Ministry of Defence,26/11/2021,Transportation + Movement,Air Command,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,MK10 1PX,300007325,Military Detached Duty,"£1,344.66"
Ministry of Defence,Ministry of Defence,24/11/2021,Fees for Prof Services,Air Command,CAPITA BUSINESS SERVICES LTD,EC4A 1EN,592498,Fees for Other Prof Services,"£1,341.27"
Ministry of Defence,Ministry of Defence,04/11/2021,CL MonthEnd Accruals Balance,Defence Nuclear Organisation,BABCOCK INTEGRATED TECHNOLOGY  LIMITED,BS3 2HQ,588457,CL MonthEnd Accruals Balance,"£1,339.49"
Ministry of Defence,Ministry of Defence,05/11/2021,Entertainment + Hospitality,Head Office and Corporate Services,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,MK10 1PX,300007269,Entertainment + Hospitality,"£1,338.30"
Ministry of Defence,Ministry of Defence,16/11/2021,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,H M REVENUE & CUSTOMS,BX5 5AB,590839,Fiscal AUC Capital Additions,"£1,326.64"
Ministry of Defence,Ministry of Defence,05/11/2021,Fuels Non Utilities Consumed,DEFENCE INFRASTRUCTURE ORGANISATION,WILHELM HOYER GMBH & CO. KG,,6000066004,Fuels Non Utilities Consumed,"£1,314.22"
Ministry of Defence,Ministry of Defence,26/11/2021,Telecomms + IT non capital,Head Office and Corporate Services,EMCOR GROUP (UK) PLC,SO53 3YE,593012,IT+Comms Internal Costs,"£1,292.46"
Ministry of Defence,Ministry of Defence,26/11/2021,Fuels Non Utilities Consumed,Head Office and Corporate Services,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,MK10 1PX,300007325,Fuels Non Utilities Consumed,"£1,270.41"
Ministry of Defence,Ministry of Defence,05/11/2021,Rental Payments - Buildings,DEFENCE INFRASTRUCTURE ORGANISATION,ANCALA WATER SERVICES (ESTATES) LIMITED,S75 3JR,588896,Prop NonDw SCA Srv Chrg+Off BS,"£1,268.64"
Ministry of Defence,Ministry of Defence,12/11/2021,Food + Clothing Consumed,Navy Command,CORPORATE DOCUMENT SERVICES  LIMITED,LS11 5AS,590300,Food + Clothing Consumed,"£1,268.06"
Ministry of Defence,Ministry of Defence,10/11/2021,Telecomms + IT non capital,Defence Equipment and Support,LOCKHEED MARTIN UK LIMITED,EC4N 6EU,589550,IT+Comms Rental Payments,"£1,261.96"
Ministry of Defence,Ministry of Defence,23/11/2021,Telecomms + IT non capital,Army Command,CENTERPRISE INTERNATIONAL LTD,RG24 8GQ,592354,IT+Comms Internal Costs,"£1,253.94"
Ministry of Defence,Ministry of Defence,22/11/2021,P+M General Services,Defence Equipment and Support,CENTERPRISE INTERNATIONAL LTD,RG24 8GQ,591847,P+M General Services,"£1,236.00"
Ministry of Defence,Ministry of Defence,04/11/2021,Defence Equip General Services,Air Command,CENTERPRISE INTERNATIONAL LTD,RG24 8GQ,588549,Defence Equip General Services,"£1,235.81"
Ministry of Defence,Ministry of Defence,10/11/2021,Telecomms + IT non capital,Navy Command,CENTERPRISE INTERNATIONAL LTD,RG24 8GQ,589495,IT+Comms Internal Costs,"£1,219.00"
Ministry of Defence,Ministry of Defence,25/11/2021,P+M General Services,DES Bespoke Trading Entity,CARWOOD MOTOR UNITS LTD,CV3 2RQ,592893,P+M General Services,"£1,190.83"
Ministry of Defence,Ministry of Defence,05/11/2021,Telecomms + IT non capital,Strategic Command,BANNER GROUP LIMITED,S9 1XU,588679,IT+Comms Internal Costs,"£1,188.73"
Ministry of Defence,Ministry of Defence,15/11/2021,P+M General Services,Defence Nuclear Organisation,GALTEC SOLUTIONS LIMITED,LS18 4DF,590519,P+M General Services,"£1,170.00"
Ministry of Defence,Ministry of Defence,12/11/2021,Other Materiel Consumed,Navy Command,CORPORATE DOCUMENT SERVICES  LIMITED,LS11 5AS,590300,Other Materiel Consumed,"£1,163.68"
Ministry of Defence,Ministry of Defence,23/11/2021,Buildings Maintenance,DEFENCE INFRASTRUCTURE ORGANISATION,VEOLIA ES (UK) LIMITED,WS11 8JP,592302,Buildings Maintenance,"£1,151.96"
Ministry of Defence,Ministry of Defence,18/11/2021,P+M General Services,Army Command,VEOLIA ES (UK) LIMITED,WS11 8JP,591368,P+M General Services,"£1,143.55"
Ministry of Defence,Ministry of Defence,03/11/2021,P+M General Services,Strategic Command,MITIE (DEFENCE) LIMITED,B70 1DA,588014,P+M General Services,"£1,130.66"
Ministry of Defence,Ministry of Defence,04/11/2021,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,CORPORATE DOCUMENT SERVICES  LIMITED,LS11 5AS,588598,Estate+Facilities Mgmnt Servs,"£1,128.53"
Ministry of Defence,Ministry of Defence,23/11/2021,Telecomms + IT non capital,Army Command,BOXXE LIMITED,YO31 7RE,592170,IT+Comms Internal Costs,"£1,097.56"
Ministry of Defence,Ministry of Defence,17/11/2021,Telecomms + IT non capital,Strategic Command,AKHTER COMPUTERS LIMITED,CM18 7PN,590973,IT+Comms Internal Costs,"£1,086.82"
Ministry of Defence,Ministry of Defence,16/11/2021,Telecomms + IT non capital,Navy Command,AKHTER COMPUTERS LIMITED,CM18 7PN,590658,IT+Comms Internal Costs,"£1,062.91"
Ministry of Defence,Ministry of Defence,25/11/2021,Telecomms + IT non capital,Navy Command,CENTERPRISE INTERNATIONAL LTD,RG24 8GQ,592860,IT+Comms Internal Costs,"£1,053.60"
Ministry of Defence,Ministry of Defence,26/11/2021,Administration Pmnts+Cash loss,Air Command,AKHTER COMPUTERS LIMITED,CM18 7PN,593067,Administration Pmnts,"£1,043.79"
Ministry of Defence,Ministry of Defence,25/11/2021,P+M General Services,Air Command,CARWOOD MOTOR UNITS LTD,CV3 2RQ,592893,P+M General Services,"£1,014.19"
Ministry of Defence,Ministry of Defence,05/11/2021,Telecomms + IT non capital,Strategic Command,AKHTER COMPUTERS LIMITED,CM18 7PN,588641,IT+Comms Internal Costs,"£1,001.94"
Ministry of Defence,Ministry of Defence,12/11/2021,P+M General Services,Defence Nuclear Organisation,XMA LTD,NG11 7EP,590294,P+M General Services,£995.98
Ministry of Defence,Royal Hospital Chelsea,19.11.2021,Purchased Services,Royal Hospital Chelsea,Kashket & Partners Ltd,N15 4QA,PIN135040,Clothing,£989.28
Ministry of Defence,Ministry of Defence,29/11/2021,Transportation + Movement,Head Office and Corporate Services,BARCLAYS BANK PLC,E14 5HP,10467,Transport + Movement Freight,£986.00
Ministry of Defence,Ministry of Defence,03/11/2021,Transportation + Movement,Air Command,RAIL SETTLEMENT PLAN LIMITED,NG9 1ND,587910,Civilian Detached Duty,£983.90
Ministry of Defence,Ministry of Defence,08/11/2021,P+M General Services,Defence Equipment and Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,588912,P+M General Services,£983.00
Ministry of Defence,Royal Hospital Chelsea,19.11.2021,Purchased Services,Royal Hospital Chelsea,Kashket & Partners Ltd,N15 4QA,PIN135131,Clothing,£969.52
Ministry of Defence,Royal Hospital Chelsea,19.11.2021,Purchased Services,Royal Hospital Chelsea,Kashket & Partners Ltd,N15 4QA,PIN135127,Clothing,£963.34
Ministry of Defence,Ministry of Defence,18/11/2021,Fuels Non Utilities Consumed,Head Office and Corporate Services,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,MK10 1PX,300007306,Fuels Non Utilities Consumed,£950.73
Ministry of Defence,Ministry of Defence,04/11/2021,External Education + Training,DES Bespoke Trading Entity,CAPITA BUSINESS SERVICES LTD,EC4A 1EN,588340,External Training Civ.,£949.68
Ministry of Defence,Ministry of Defence,03/11/2021,Research+Development Expend,Air Command,AKHTER COMPUTERS LIMITED,CM18 7PN,587903,Research+Development Expend,£943.20
Ministry of Defence,Ministry of Defence,15/11/2021,P+M General Services,Defence Nuclear Organisation,XMA LTD,NG11 7EP,590504,P+M General Services,£941.51
Ministry of Defence,Ministry of Defence,05/11/2021,Transportation + Movement,Strategic Command,RAIL SETTLEMENT PLAN LIMITED,NG9 1ND,588833,Civilian Detached Duty,£919.00
Ministry of Defence,Ministry of Defence,12/11/2021,Telecomms + IT non capital,Air Command,BOXXE LIMITED,YO31 7RE,590091,IT+Comms Internal Costs,£918.82
Ministry of Defence,Ministry of Defence,02/11/2021,Telecomms + IT non capital,Army Command,SOFTCAT PLC,SL7 1LW,587494,IT+Comms Internal Costs,£915.46
Ministry of Defence,Ministry of Defence,26/11/2021,Rental Payments - Transport,Army Command,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,MK10 1PX,300007325,Rental Payments-Transport-Oth,£913.55
Ministry of Defence,Ministry of Defence,03/11/2021,Telecomms + IT non capital,DEFENCE INFRASTRUCTURE ORGANISATION,BOXXE LIMITED,YO31 7RE,588060,IT+Comms Internal Costs,£909.81
Ministry of Defence,Ministry of Defence,26/11/2021,Assets under Construction,Army Command,AKHTER COMPUTERS LIMITED,CM18 7PN,593067,SUME AUC Capital Additions,£908.80
Ministry of Defence,Ministry of Defence,17/11/2021,Telecomms + IT non capital,Navy Command,CENTERPRISE INTERNATIONAL LTD,RG24 8GQ,590926,IT+Comms Internal Costs,£893.64
Ministry of Defence,Ministry of Defence,15/11/2021,Other Materiel Consumed,Navy Command,CORPORATE DOCUMENT SERVICES  LIMITED,LS11 5AS,590383,Other Materiel Consumed,£868.60
Ministry of Defence,Ministry of Defence,18/11/2021,Fuels Non Utilities Consumed,Army Command,VEOLIA ES (UK) LIMITED,WS11 8JP,591368,Fuels Non Utilities Consumed,£866.51
Ministry of Defence,Ministry of Defence,16/11/2021,External Education + Training,Strategic Command,NEWITT & CO LTD,YO60 7RE,590878,External Training Mil.,£864.00
Ministry of Defence,Ministry of Defence,25/11/2021,CL MonthEnd Accruals Balance,Defence Nuclear Organisation,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,592894,CL MonthEnd Accruals Balance,£860.98
Ministry of Defence,Ministry of Defence,16/11/2021,Med/Welfare/Soc+Rec Costs,Air Command,AKHTER COMPUTERS LIMITED,CM18 7PN,590658,Recreation Costs,£860.38
Ministry of Defence,Ministry of Defence,26/11/2021,Entertainment + Hospitality,Head Office and Corporate Services,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,MK10 1PX,300007323,Entertainment + Hospitality,£859.55
Ministry of Defence,Ministry of Defence,26/11/2021,Telecomms + IT non capital,Army Command,CENTERPRISE INTERNATIONAL LTD,RG24 8GQ,593205,IT+Comms Internal Costs,£848.40
Ministry of Defence,Ministry of Defence,24/11/2021,Telecomms + IT non capital,Air Command,CENTERPRISE INTERNATIONAL LTD,RG24 8GQ,592630,IT+Comms Internal Costs,£840.00
Ministry of Defence,Ministry of Defence,23/11/2021,Telecomms + IT non capital,Defence Equipment and Support,AKHTER COMPUTERS LIMITED,CM18 7PN,592358,IT+Comms Rental Payments,£824.57
Ministry of Defence,Ministry of Defence,02/11/2021,P+M General Services,Defence Equipment and Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,587594,P+M General Services,£820.92
Ministry of Defence,Ministry of Defence,26/11/2021,Telecomms + IT non capital,Army Command,BANNER GROUP LIMITED,S9 1XU,592937,IT+Comms Internal Costs,£807.64
Ministry of Defence,Ministry of Defence,12/11/2021,Entertainment + Hospitality,Head Office and Corporate Services,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,MK10 1PX,300007290,Entertainment + Hospitality,£789.07
Ministry of Defence,Ministry of Defence,08/11/2021,Defence Equip General Services,DEFENCE INFRASTRUCTURE ORGANISATION,CANON (UK) LIMITED,UB11 1T,588901,Defence Equip General Services,£785.07
Ministry of Defence,Ministry of Defence,19/11/2021,Telecomms + IT non capital,Navy Command,AKHTER COMPUTERS LIMITED,CM18 7PN,591819,IT+Comms Internal Costs,£783.96
Ministry of Defence,Ministry of Defence,26/11/2021,CL MonthEnd Accruals Balance,DES Bespoke Trading Entity,BABCOCK INTEGRATED TECHNOLOGY  LIMITED,BS3 2HQ,592968,CL MonthEnd Accruals Balance,£782.28
Ministry of Defence,Ministry of Defence,16/11/2021,P+M General Services,Army Command,AKHTER COMPUTERS LIMITED,CM18 7PN,590658,P+M General Services,£768.00
Ministry of Defence,Ministry of Defence,19/11/2021,P+M General Services,Strategic Command,MITIE (DEFENCE) LIMITED,B70 1DA,591573,P+M General Services,£759.60
Ministry of Defence,Ministry of Defence,10/11/2021,P+M General Services,Army Command,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,MK10 1PX,300007278,P+M General Services,£752.80
Ministry of Defence,Ministry of Defence,03/11/2021,Other Materiel Consumed,Army Command,AKHTER COMPUTERS LIMITED,CM18 7PN,587903,Other Materiel Consumed,£746.09
Ministry of Defence,Ministry of Defence,16/11/2021,P+M General Services,Air Command,VEOLIA ES (UK) LIMITED,WS11 8JP,590663,P+M General Services,£743.00
Ministry of Defence,Ministry of Defence,02/11/2021,Telecomms + IT non capital,DEFENCE INFRASTRUCTURE ORGANISATION,BOXXE LIMITED,YO31 7RE,587576,IT+Comms Internal Costs,£742.66
Ministry of Defence,Ministry of Defence,29/11/2021,Transportation + Movement,DEFENCE INFRASTRUCTURE ORGANISATION,BARCLAYS BANK PLC,E14 5HP,10467,Military Detached Duty,£739.64
Ministry of Defence,Ministry of Defence,10/11/2021,Heating Oil+Utilities Consumed,DEFENCE INFRASTRUCTURE ORGANISATION,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,MK10 1PX,300007275,Electricity,£737.64
Ministry of Defence,Ministry of Defence,17/11/2021,Telecomms + IT non capital,Head Office and Corporate Services,BOXXE LIMITED,YO31 7RE,591063,IT+Comms Internal Costs,£720.73
Ministry of Defence,Ministry of Defence,02/11/2021,P+M General Services,Air Command,CARWOOD MOTOR UNITS LTD,CV3 2RQ,587745,P+M General Services,£715.73
Ministry of Defence,Ministry of Defence,19/11/2021,Telecomms + IT non capital,Strategic Command,CENTERPRISE INTERNATIONAL LTD,RG24 8GQ,591815,IT+Comms Internal Costs,£708.00
Ministry of Defence,Ministry of Defence,17/11/2021,Telecomms + IT non capital,Air Command,CENTERPRISE INTERNATIONAL LTD,RG24 8GQ,590926,IT+Comms Internal Costs,£705.60
Ministry of Defence,Ministry of Defence,08/11/2021,Food + Clothing Consumed,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,589098,Food + Clothing Consumed,£697.72
Ministry of Defence,Ministry of Defence,23/11/2021,Buildings Maintenance,DES Bespoke Trading Entity,VEOLIA ES (UK) LIMITED,WS11 8JP,592302,Buildings Maintenance,£696.73
Ministry of Defence,Ministry of Defence,02/11/2021,Telecomms + IT non capital,Air Command,AKHTER COMPUTERS LIMITED,CM18 7PN,587721,IT+Comms Internal Costs,£692.82
Ministry of Defence,Ministry of Defence,08/11/2021,Other Materiel Consumed,Defence Equipment and Support,BANNER GROUP LIMITED,S9 1XU,588927,Other Materiel Consumed,£690.48
Ministry of Defence,Ministry of Defence,10/11/2021,Rates + CILOR + Rents,Navy Command,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,MK10 1PX,300007278,Rates+CILOR + Rents,£688.13
Ministry of Defence,Ministry of Defence,26/11/2021,Transportation + Movement,Head Office and Corporate Services,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,MK10 1PX,300007325,Military Detached Duty,£685.40
Ministry of Defence,Ministry of Defence,26/11/2021,Transportation + Movement,Head Office and Corporate Services,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,MK10 1PX,300007323,Military Detached Duty,£684.90
Ministry of Defence,Ministry of Defence,17/11/2021,Rental Payments - Transport,Defence Equipment and Support,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,591122,Rental Payments-Transport-Oth,£679.53
Ministry of Defence,Ministry of Defence,16/11/2021,Telecomms + IT non capital,DES Bespoke Trading Entity,AKHTER COMPUTERS LIMITED,CM18 7PN,590658,IT+Comms Internal Costs,£672.00
Ministry of Defence,Ministry of Defence,08/11/2021,Telecomms + IT non capital,DEFENCE INFRASTRUCTURE ORGANISATION,BOXXE LIMITED,YO31 7RE,588940,IT+Comms Internal Costs,£663.14
Ministry of Defence,Ministry of Defence,02/11/2021,Telecomms + IT non capital,Head Office and Corporate Services,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,MK10 1PX,300007254,IT+Comms Internal Costs,£658.41
Ministry of Defence,Ministry of Defence,17/11/2021,Administration Pmnts+Cash loss,Head Office and Corporate Services,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,MK10 1PX,300007302,Administration Pmnts,£651.73
Ministry of Defence,Ministry of Defence,01/11/2021,Entertainment + Hospitality,Head Office and Corporate Services,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,MK10 1PX,300007249,Entertainment + Hospitality,£648.86
Ministry of Defence,Ministry of Defence,26/11/2021,Telecomms + IT non capital,Strategic Command,ACTICA CONSULTING LIMITED,GU2 7RF,593197,IT+Comms Rental Payments,£641.25
Ministry of Defence,Ministry of Defence,05/11/2021,Fuels Non Utilities Consumed,Head Office and Corporate Services,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,MK10 1PX,300007269,Fuels Non Utilities Consumed,£623.27
Ministry of Defence,Ministry of Defence,29/11/2021,Inventory Consumed,Strategic Command,BARCLAYS BANK PLC,E14 5HP,10467,Invent Con - General Invent,£620.10
Ministry of Defence,Ministry of Defence,23/11/2021,P+M General Services,Defence Equipment and Support,NORTHERN DIVER (INTERNATIONAL) LTD,WN6 9AE,592300,P+M General Services,£616.00
Ministry of Defence,Ministry of Defence,24/11/2021,P+M General Services,Air Command,AKHTER COMPUTERS LIMITED,CM18 7PN,592472,P+M General Services,£602.18
Ministry of Defence,Ministry of Defence,17/11/2021,Rates + CILOR + Rents,Head Office and Corporate Services,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,MK10 1PX,300007302,Rates+CILOR + Rents,£601.74
Ministry of Defence,Ministry of Defence,22/11/2021,PR Costs,Air Command,CORPORATE DOCUMENT SERVICES  LIMITED,LS11 5AS,591913,PR Costs,£599.76
Ministry of Defence,Ministry of Defence,12/11/2021,Telecomms + IT non capital,Head Office and Corporate Services,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,MK10 1PX,300007290,IT+Comms Internal Costs,£589.18
Ministry of Defence,Ministry of Defence,29/11/2021,CL MonthEnd Accruals Balance,Defence Nuclear Organisation,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,593290,CL MonthEnd Accruals Balance,£586.87
Ministry of Defence,Ministry of Defence,10/11/2021,Med/Welfare/Soc+Rec Costs,Army Command,AAH PHARMACEUTICALS LTD,CV2 2TX,589474,Medical Costs,£579.64
Ministry of Defence,Ministry of Defence,26/11/2021,Other Materiel Consumed,Defence Nuclear Organisation,XMA LTD,NG11 7EP,593207,Other Materiel Consumed,£575.60
Ministry of Defence,Ministry of Defence,01/11/2021,Transportation + Movement,Head Office and Corporate Services,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,MK10 1PX,300007249,Military Detached Duty,£566.21
Ministry of Defence,Ministry of Defence,15/11/2021,Other Materiel Consumed,DES Bespoke Trading Entity,CORPORATE DOCUMENT SERVICES  LIMITED,LS11 5AS,590383,Other Materiel Consumed,£564.06
Ministry of Defence,Ministry of Defence,16/11/2021,Telecomms + IT non capital,DEFENCE INFRASTRUCTURE ORGANISATION,AKHTER COMPUTERS LIMITED,CM18 7PN,590658,IT+Comms Internal Costs,£556.73
Ministry of Defence,Ministry of Defence,05/11/2021,Transportation + Movement,Head Office and Corporate Services,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,MK10 1PX,300007269,Military Detached Duty,£556.11
Ministry of Defence,Ministry of Defence,04/11/2021,Raw Materials + Consumables,Defence Equipment and Support,BABCOCK INTEGRATED TECHNOLOGY  LIMITED,BS3 2HQ,588457,RMC Engineering + Technical,£554.40
Ministry of Defence,Ministry of Defence,01/11/2021,P+M General Services,Head Office and Corporate Services,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,MK10 1PX,300007249,P+M General Services,£550.62
Ministry of Defence,Ministry of Defence,05/11/2021,Transportation + Movement,Defence Nuclear Organisation,RAIL SETTLEMENT PLAN LIMITED,NG9 1ND,588833,Civilian Detached Duty,£544.20
Ministry of Defence,Ministry of Defence,18/11/2021,Telecomms + IT non capital,Head Office and Corporate Services,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,MK10 1PX,300007306,IT+Comms Internal Costs,£539.59
Ministry of Defence,Ministry of Defence,25/11/2021,Rental Payments - Transport,DES Bespoke Trading Entity,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,6000066350,Rental Payments-Transport-Oth,£526.12
Ministry of Defence,Ministry of Defence,12/11/2021,Rental Payments - Transport,Army Command,RMPA SERVICES PLC,CO2 7UT,590364,Rental Payments-Transport-Oth,£520.36
Ministry of Defence,Ministry of Defence,01/11/2021,Telecomms + IT non capital,Navy Command,ENTERPRISE SERVICES DEFENCE AND SECURITY UK LIMITED,GU11 1PZ,587473,IT+Comms Rental Payments,£517.16
Ministry of Defence,Ministry of Defence,26/11/2021,Telecomms + IT non capital,Navy Command,ENTERPRISE SERVICES DEFENCE AND SECURITY UK LIMITED,GU11 1PZ,592958,IT+Comms Rental Payments,£517.16
Ministry of Defence,Ministry of Defence,25/11/2021,Transportation + Movement,Head Office and Corporate Services,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,MK10 1PX,300007320,Military Detached Duty,£516.70
Ministry of Defence,Ministry of Defence,19/11/2021,Estate+Facilities Mgmnt Servs,Army Command,SODEXO LTD,M50 0AL,591504,Estate+Facilities Mgmnt Servs,£512.50
Ministry of Defence,Ministry of Defence,19/11/2021,Defence Equip General Services,Strategic Command,CAPITA BUSINESS SERVICES LTD,EC4A 1EN,591584,Defence Eqpt Serv Chrge+Off BS,£510.96
Ministry of Defence,Ministry of Defence,03/11/2021,Rental Payments - Transport,DES Bespoke Trading Entity,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,6000065962,Rental Payments-Transport-Oth,£509.15
Ministry of Defence,Ministry of Defence,18/11/2021,Propty Assoc Disposal+Acq Expd,Army Command,VEOLIA ES (UK) LIMITED,WS11 8JP,591368,Propty Assoc Disposal+Acq Expd,£507.00
Ministry of Defence,Ministry of Defence,04/11/2021,External Education + Training,Strategic Command,CAPITA BUSINESS SERVICES LTD,EC4A 1EN,588340,External Training Mil.,£500.00
Ministry of Defence,Ministry of Defence,04/11/2021,Telecomms + IT non capital,Army Command,FUJITSU SERVICES LIMITED,EC2A 1SL,588405,IT+Comms Internal Costs,£499.68
Ministry of Defence,Ministry of Defence,15/11/2021,Rental Payments - Transport,Strategic Command,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,6000066097,Rental Payments-Transport-Oth,£499.53
Ministry of Defence,Ministry of Defence,25/11/2021,P+M General Services,Air Command,SECURITY SERVICES GROUP,SN6 8LA,592879,P+M General Services,£498.00
Ministry of Defence,Royal Hospital Chelsea,26.11.2021,Purchased Services,Royal Hospital Chelsea,Kashket & Partners Ltd,N15 4QA,PIN135155,Clothing,£494.64
Ministry of Defence,Royal Hospital Chelsea,26.11.2021,Purchased Services,Royal Hospital Chelsea,Kashket & Partners Ltd,N15 4QA,PIN135156,Clothing,£494.64
Ministry of Defence,Royal Hospital Chelsea,26.11.2021,Purchased Services,Royal Hospital Chelsea,Kashket & Partners Ltd,N15 4QA,PIN135157,Clothing,£494.64
Ministry of Defence,Ministry of Defence,18/11/2021,P+M General Services,Air Command,VEOLIA ES (UK) LIMITED,WS11 8JP,591368,P+M General Services,£492.84
Ministry of Defence,Ministry of Defence,18/11/2021,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,VEOLIA ES (UK) LIMITED,WS11 8JP,591368,Estate+Facilities Mgmnt Servs,£490.60
Ministry of Defence,Ministry of Defence,01/11/2021,Fees for Prof Services,Air Command,CAPITA BUSINESS SERVICES LTD,EC4A 1EN,587469,Fees for Other Prof Services,£489.67
Ministry of Defence,Royal Hospital Chelsea,03.11.2021,Purchased Services,Royal Hospital Chelsea,Kashket & Partners Ltd,N15 4QA,PIN134978,Clothing,£484.76
Ministry of Defence,Royal Hospital Chelsea,19.11.2021,Purchased Services,Royal Hospital Chelsea,Kashket & Partners Ltd,N15 4QA,PIN135126,Clothing,£484.76
Ministry of Defence,Royal Hospital Chelsea,19.11.2021,Purchased Services,Royal Hospital Chelsea,Kashket & Partners Ltd,N15 4QA,PIN135128,Clothing,£484.76
Ministry of Defence,Royal Hospital Chelsea,26.11.2021,Purchased Services,Royal Hospital Chelsea,Kashket & Partners Ltd,N15 4QA,PIN135144,Clothing,£484.76
