Department,Entity,Payment Date,Expense Type,Expense Area,Supplier Name,Supplier Site Post Code,Transaction Number,Payment Description,Total
Ministry of Defence,Ministry of Defence,10/03/2022,Assets under Construction,Defence Equipment and Support,CENTRELINE AV LIMITED,BS48 3DP,612443,Fiscal AUC Capital Additions,"£57,648,228.00"
Ministry of Defence,Ministry of Defence,18/03/2022,Assets under Construction,Defence Equipment and Support,BAE SYSTEMS SURFACE SHIPS LIMITED,G14 0XN,614312,SUME AUC Capital Additions,"£43,404,058.46"
Ministry of Defence,Ministry of Defence,02/03/2022,Rental Payments - Buildings,DEFENCE INFRASTRUCTURE ORGANISATION,ASPIRE DEFENCE LIMITED,SP9 7QD,610762,Prop Dw SCA Serv Chrge+ Off BS,"£28,401,277.01"
Ministry of Defence,Ministry of Defence,22/03/2022,Fin Assets/Long Term Loans,Defence Nuclear Organisation,SHEFFIELD FORGEMASTERS ENGINEERING LIMITED,S9 2RW,615108,Trading Fund PDC Cash Move IY,"£25,173,000.00"
Ministry of Defence,Ministry of Defence,02/03/2022,Assets under Construction,Defence Equipment and Support,UNITED STATES GOVERNMENT,BS34 8JH,2000019342,SUME AUC Capital Additions,"£25,141,550.72"
Ministry of Defence,Ministry of Defence,24/03/2022,Assets under Construction,Defence Equipment and Support,UNITED STATES GOVERNMENT,BS34 8JH,2000019532,SUME AUC Capital Additions,"£18,943,334.86"
Ministry of Defence,Ministry of Defence,22/03/2022,P+M General Services,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,615106,P+M General Services,"£14,901,675.85"
Ministry of Defence,Ministry of Defence,18/03/2022,Heating Oil+Utilities Consumed,DEFENCE INFRASTRUCTURE ORGANISATION,EDF ENERGY CUSTOMERS LIMITED,SW1X 7EN,614289,Electricity,"£13,327,913.00"
Ministry of Defence,Ministry of Defence,28/03/2022,P+M General Services,Defence Equipment and Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,616489,P+M General Services,"£12,850,318.66"
Ministry of Defence,Ministry of Defence,24/03/2022,Raw Materials + Consumables,Defence Equipment and Support,COMPANIA ESPANOLA DE PETROLEOS SA,,2000019522,RMC Oil Fuel & Lubricants,"£11,719,303.78"
Ministry of Defence,Ministry of Defence,16/03/2022,Intangibles SUME,Defence Equipment and Support,OCCAR-EA,,6000068279,Intangible Cap Additions In Yr,"£11,364,460.62"
Ministry of Defence,Ministry of Defence,15/03/2022,Government Procurement Card,Ministry of Defence,BARCLAYS BANK PLC,,EMP 16679,Monthly GPC Payment,"£11,171,207.29"
Ministry of Defence,Ministry of Defence,24/03/2022,Assets under Construction,Defence Nuclear Organisation,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,615695,SUME AUC Capital Additions,"£10,188,957.16"
Ministry of Defence,Ministry of Defence,08/03/2022,Rental Payments - Buildings,DEFENCE INFRASTRUCTURE ORGANISATION,MODUS SERVICES LIMITED,CF10 2GE,611763,Prop NonDw SCA Srv Chrg+Off BS,"£8,880,339.58"
Ministry of Defence,Ministry of Defence,16/03/2022,Intangibles SUME,Defence Equipment and Support,OCCAR-EA,,3208832,Intangible Cap Additions In Yr,"£8,536,969.00"
Ministry of Defence,Ministry of Defence,28/03/2022,Assets under Construction,Defence Nuclear Organisation,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,616489,SUME AUC Capital Additions,"£8,352,346.03"
Ministry of Defence,Ministry of Defence,09/03/2022,Government Procurement Card,Ministry of Defence,BARCLAYS BANK PLC,,EMP 16666,Monthly GPC Payment,"£7,347,978.01"
Ministry of Defence,Ministry of Defence,22/03/2022,Rental Payments - Buildings,DEFENCE INFRASTRUCTURE ORGANISATION,RMPA SERVICES PLC,CO2 7UT,615084,Prop Dw SCA Serv Chrge+ Off BS,"£7,124,028.90"
Ministry of Defence,Ministry of Defence,15/03/2022,Heating Oil+Utilities Consumed,DEFENCE INFRASTRUCTURE ORGANISATION,CORONA ENERGY RETAIL 4 LIMITED,WD17 1JW,613579,Gas,"£6,762,167.45"
Ministry of Defence,Ministry of Defence,22/03/2022,Assets under Construction,Defence Equipment and Support,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",,2000019501,SUME AUC Capital Additions,"£6,488,929.76"
Ministry of Defence,Ministry of Defence,28/03/2022,P+M General Services,Defence Nuclear Organisation,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,616489,P+M General Services,"£6,411,231.86"
Ministry of Defence,Ministry of Defence,17/03/2022,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,VIVO DEFENCE SERVICES LIMITED,NE12 8EX,614065,Estate+Facilities Mgmnt Servs,"£6,373,864.58"
Ministry of Defence,Ministry of Defence,11/03/2022,Government Procurement Card,Ministry of Defence,BARCLAYS BANK PLC,,EMP 16673,Monthly GPC Payment,"£5,614,410.20"
